Id,DataSetId,DataRecordId,ChargeTypeId,Cost,Checksum,Units,Rate
1,443,2576,14,0.4,795101476,0,0
2,443,2576,11,1.81,2139934346,0,0
3,443,2576,12,36.99,617651169,0,0
4,443,2576,15,4.74,-769351520,0,0
5,444,2577,14,0.68,1048912947,0,0
6,444,2577,11,3.05,2042488956,0,0
7,444,2577,12,62.36,-1798604227,0,0
8,444,2577,15,8.37,-604291993,0,0
9,445,2578,14,0.34,1476090257,0,0
10,445,2578,11,1.6,1487387359,0,0
11,445,2578,12,32.7,447900060,0,0
12,445,2578,15,4.04,-2052217017,0,0
13,446,2579,14,0.27,1011442741,0,0
14,446,2579,11,1.28,1309376221,0,0
15,446,2579,12,26.16,1677995284,0,0
16,446,2579,15,3.21,1967426537,0,0
17,447,2580,14,0.28,1716309095,0,0
18,447,2580,11,1.27,1553991317,0,0
19,447,2580,12,25.88,-116439434,0,0
20,447,2580,15,3.37,-1767441890,0,0
21,448,2581,14,0.24,1591480590,0,0
22,448,2581,11,1.4,109335949,0,0
23,448,2581,12,28.52,-235399860,0,0
24,448,2581,15,2.88,-1065125175,0,0
25,449,2582,14,0.47,2055281280,0,0
26,449,2582,11,1.98,-1687283650,0,0
27,449,2582,12,40.48,143666093,0,0
28,449,2582,15,5.72,2124508904,0,0
29,443,2723,14,0.4,2215049,0,0
30,443,2723,11,0.78,1460955042,0,0
31,443,2723,12,0.08,1953037233,0,0
32,444,2724,14,0.68,1817200717,0,0
33,444,2724,11,1.53,-1162800342,0,0
34,444,2724,12,0.15,1040705224,0,0
35,445,2725,14,0.34,-976637978,0,0
36,445,2725,11,0.74,397835144,0,0
37,445,2725,12,0.07,1129592171,0,0
38,446,2726,14,0.27,1935587492,0,0
39,446,2726,11,1.06,-762844460,0,0
40,446,2726,12,0.1,131348511,0,0
41,446,2727,14,0.27,-174487516,0,0
42,446,2727,11,0.74,-847810612,0,0
43,446,2727,12,0.07,-1718279889,0,0
44,446,2728,14,-0.27,-1875134529,0,0
45,446,2728,11,-1.12,1312375857,0,0
46,446,2728,12,-0.11,-935740308,0,0
47,447,2729,14,0.28,-648916166,0,0
48,447,2729,11,0.59,-2146412809,0,0
49,447,2729,12,0.06,815173944,0,0
50,448,2730,14,0.24,-727201896,0,0
51,448,2730,11,0.57,-223030277,0,0
52,448,2730,12,0.06,1418784780,0,0
53,449,2731,14,0.47,1469903508,0,0
54,449,2731,11,0.64,787011505,0,0
55,449,2731,12,0.06,2090873931,0,0
56,443,2732,14,0.4,510410692,0,0
57,443,2732,11,1.44,-716109444,0,0
58,443,2732,12,0.14,1803249682,0,0
59,444,2733,14,0.68,292114033,0,0
60,444,2733,11,2.69,-1255874384,0,0
61,444,2733,12,0.26,-1652970102,0,0
62,445,2734,14,0.34,-1754846489,0,0
63,445,2734,11,1.27,-1494957101,0,0
64,445,2734,12,0.13,-1415314834,0,0
65,446,2735,14,0.27,-1784274781,0,0
66,446,2735,11,1.01,-1082872710,0,0
67,446,2735,12,0.1,-578963726,0,0
68,446,2736,14,0.27,-2075655168,0,0
69,446,2736,11,1.16,-1197558010,0,0
70,446,2736,12,0.11,284877437,0,0
71,446,2737,14,-0.27,1893824210,0,0
72,446,2737,11,-1.06,1267304173,0,0
73,446,2737,12,-0.1,-1164025719,0,0
74,447,2738,14,0.28,571462910,0,0
75,447,2738,11,0.98,1501004608,0,0
76,447,2738,12,0.1,-2058560413,0,0
77,448,2739,14,0.24,131321709,0,0
78,448,2739,11,1.02,1106836387,0,0
79,448,2739,12,0.1,313099468,0,0
80,449,2740,14,0.47,-1629932279,0,0
81,449,2740,11,1.23,-1106272398,0,0
82,449,2740,12,0.12,263930322,0,0
83,443,2741,14,0.4,2039143169,0,0
84,443,2741,11,1.53,-152552414,0,0
85,443,2741,12,21.45,-819970728,0,0
86,444,2742,14,0.68,-1261096453,0,0
87,444,2742,11,2.64,-2142536790,0,0
88,444,2742,12,37.09,-74870461,0,0
89,445,2743,14,0.34,1440876106,0,0
90,445,2743,11,1.26,-1965318185,0,0
91,445,2743,12,17.67,1022270372,0,0
92,446,2744,14,0.27,64444043,0,0
93,446,2744,11,1.27,-658142151,0,0
94,446,2744,12,17.26,-368107828,0,0
95,447,2745,14,0.28,1500712381,0,0
96,447,2745,11,0.96,883539515,0,0
97,447,2745,12,13.39,-607456282,0,0
98,448,2746,14,0.24,-324115675,0,0
99,448,2746,11,1.05,1299657045,0,0
100,448,2746,12,14.88,552825671,0,0
101,449,2747,14,0.47,-928236043,0,0
102,449,2747,11,1.25,-120322744,0,0
103,449,2747,12,17.51,902865092,0,0
104,443,2748,14,0.4,797654394,0,0
105,443,2748,11,1.73,1239422677,0,0
106,443,2748,12,8.47,2007372137,0,0
107,443,2748,15,4.74,2058369691,0,0
108,444,2749,14,0.68,91959609,0,0
109,444,2749,11,3.07,1374377167,0,0
110,444,2749,12,14.78,-705647783,0,0
111,444,2749,15,8.37,-102519364,0,0
112,445,2750,14,0.34,-1280568790,0,0
113,445,2750,11,1.48,142159833,0,0
114,445,2750,12,7.3,-1067709029,0,0
115,445,2750,15,4.04,2000699535,0,0
116,446,2751,14,0.27,825734363,0,0
117,446,2751,11,1.29,51690871,0,0
118,446,2751,12,6.37,1138703513,0,0
119,446,2751,15,3.21,-821576645,0,0
120,447,2752,14,0.28,1373879072,0,0
121,447,2752,11,1.24,-1879364589,0,0
122,447,2752,12,6.08,865316526,0,0
123,447,2752,15,3.37,-1014181840,0,0
124,448,2753,14,0.24,-802003957,0,0
125,448,2753,11,1.35,227152800,0,0
126,448,2753,12,6.61,-769438429,0,0
127,448,2753,15,2.88,-1784065817,0,0
128,449,2754,14,0.47,-1172943893,0,0
129,449,2754,11,1.79,-195795044,0,0
130,449,2754,12,8.36,1421960462,0,0
131,449,2754,15,5.72,-1479492782,0,0
132,443,2755,14,0.4,-902504341,0,0
133,443,2755,11,1.56,-1684615762,0,0
134,443,2755,15,4.74,-1969905213,0,0
135,444,2756,14,0.68,1700781930,0,0
136,444,2756,11,2.87,307701101,0,0
137,444,2756,15,8.37,1820513180,0,0
138,445,2757,14,0.34,2080104445,0,0
139,445,2757,11,1.31,944403039,0,0
140,445,2757,15,4.04,-475979794,0,0
141,446,2758,14,0.27,1381382714,0,0
142,446,2758,11,1.09,2122891293,0,0
143,446,2758,15,3.21,-1084878498,0,0
144,447,2759,14,0.28,-144615894,0,0
145,447,2759,11,1.01,1354003108,0,0
146,447,2759,15,3.37,449291945,0,0
147,448,2760,14,0.24,-1682735031,0,0
148,448,2760,11,1.08,934239462,0,0
149,448,2760,15,2.88,-854026463,0,0
150,449,2761,14,0.47,23998868,0,0
151,449,2761,11,1.48,-1461160873,0,0
152,449,2761,15,5.72,-370323106,0,0
153,443,2806,14,0.4,1136252042,0,0
154,443,2806,11,1.53,-1105176064,0,0
155,443,2806,12,28.67,957723906,0,0
156,443,2806,15,4.74,1813951203,0,0
157,444,2807,14,0.68,-2134952336,0,0
158,444,2807,11,2.55,-1064330588,0,0
159,444,2807,12,47.83,-2052054578,0,0
160,444,2807,15,8.37,-1808860036,0,0
161,445,2808,14,0.34,405707146,0,0
162,445,2808,11,1.33,1211604369,0,0
163,445,2808,12,25.04,2066321428,0,0
164,445,2808,15,4.04,592575497,0,0
165,446,2809,14,0.27,-1699397765,0,0
166,446,2809,11,1.06,-989898195,0,0
167,446,2809,12,19.92,1762205316,0,0
168,446,2809,15,3.21,-1693056835,0,0
169,447,2810,14,0.28,959058690,0,0
170,447,2810,11,1.07,81637034,0,0
171,447,2810,12,20.16,1575057207,0,0
172,447,2810,15,3.37,-564509484,0,0
173,448,2811,14,0.24,371240900,0,0
174,448,2811,11,1.08,-225270927,0,0
175,448,2811,12,20.2,-551681672,0,0
176,448,2811,15,2.88,-2004892669,0,0
177,449,2812,14,0.47,847094858,0,0
178,449,2812,11,1.45,-1774293162,0,0
179,449,2812,12,27.3,1525544880,0,0
180,449,2812,15,5.72,126603691,0,0
181,268,3073,5,10.81,2138379452,0,0
182,268,3074,5,11.55,-1601653089,0,0
183,268,3075,5,11.18,1509383908,0,0
184,268,3076,5,11.55,2015826830,0,0
185,268,3077,5,11.18,-2124874763,0,0
186,268,3078,5,11.18,144985339,0,0
187,268,3079,5,11.55,-237263744,0,0
188,268,3080,5,11.18,456498203,0,0
189,268,3081,5,13.59,-493596062,0,0
190,270,3091,5,1.67,-430483973,0,0
191,270,3092,5,1.4,246952117,0,0
192,270,3097,5,0.54,1769257284,0,0
193,270,3098,5,1.4,-1668493415,0,0
194,270,3099,5,1.36,81312717,0,0
195,480,3243,44,44,-1714554278,0,0
196,480,3244,44,7.86,-375073365,0,0
197,480,3245,44,-7.86,1582138455,0,0
198,480,3246,44,-44,-186459786,0,0
199,480,3247,5,22.39,2072810438,0,0
201,455,3428,5,55,-1398291883,0,0
202,455,3429,5,55,-1858922979,0,0
203,455,3471,5,55,1863801122,0,0
204,453,3511,4,25.67,31252910,0,0
205,475,3517,15,0.3,-1871659691,3750,0.008
206,475,3518,15,4.27,865337233,9488.88888888889,0.045
207,475,3519,15,8.33,-2042773894,6772,0.123
208,454,3912,32,32.34,-57374651,0,0
209,453,3913,32,59.4,-578963348,0,0
210,453,3913,4,25.67,-1982877381,0,0
211,268,4125,4,10.92,-219367814,16.0072284656602,68.21918
212,268,4126,4,20.47,1516940005,30,68.21918
213,268,4127,4,21.15,997970451,31,68.21918
214,268,4128,4,20.47,772846426,30,68.21918
215,268,4129,4,21.15,1325517740,31,68.21918
216,268,4130,4,21.15,-1852994595,31,68.21918
217,268,4131,4,19.1,745178786,28,68.21918
218,268,4132,4,21.15,2012194556,31,68.21918
219,268,4133,4,20.47,385801738,30,68.21918
220,268,4134,4,21.15,1907971849,31,68.21918
221,445,4135,4,20.47,1149201828,30,68.21918
222,445,4136,4,21.15,-965172425,31,68.21918
223,444,4137,4,20.47,-1496550793,30,68.21918
224,444,4138,4,21.15,-1280896194,31,68.21918
225,443,4139,4,20.47,-691128374,30,68.21918
226,443,4140,4,21.15,782534772,31,68.21918
227,448,4141,4,20.47,1081493480,30,68.21918
228,446,4142,4,20.47,852953823,30,68.21918
229,446,4143,4,21.15,1405514281,31,68.21918
230,449,4144,4,20.47,-120604685,30,68.21918
231,449,4145,4,21.15,-1713451259,31,68.21918
232,447,4146,4,20.47,321501586,30,68.21918
233,447,4147,4,21.15,1916322148,31,68.21918
234,453,4148,4,25.67,150078399,0,0
235,453,4148,32,61.38,-907796079,31,198
236,454,4221,32,22.54,-153694019,23,98
237,475,4227,1,0,-1818726530,0,0
238,469,4240,4,25.67,-49877916,0,0
239,469,4240,30,35,-1138703991,0,0
240,469,4241,4,25.67,67651447,0,0
241,469,4241,30,35,-498714313,0,0
242,475,4285,15,9.58,549078402,5177,0.185
243,455,4286,5,55,997808946,0,0
244,453,4656,4,25.67,872518288,0,0
245,453,4656,32,59.4,-347932321,30,198
246,454,4657,32,34.3,345480018,35,98
247,453,4702,4,25.67,-1900699437,0,0
248,453,4702,32,61.38,485005940,31,198
249,455,4915,5,55,165465247,0,0
250,455,4986,5,55,394440464,0,0
251,454,4996,32,30.38,-1121906832,31,98
252,469,5069,4,25.67,-1358696874,0,0
253,469,5069,5,35,936348050,0,0
254,469,5070,4,25.67,1153255296,0,0
255,469,5070,5,35,1308151653,0,0
256,469,5071,4,25.67,-1164210757,0,0
257,469,5071,5,35,-550991510,0,0
258,453,5094,4,25.67,-1038423991,0,0
259,453,5094,32,61.38,-1460295900,31,198
260,480,5122,5,19,-106114954,0,0
261,480,5123,5,19,1103111921,0,0
262,480,5124,5,19,245737529,0,0
263,480,5125,5,19,-1228316994,0,0
264,480,5126,5,19,1972109481,0,0
265,481,5127,5,44,641113095,0,0
266,481,5128,5,44,-804244273,0,0
267,453,5131,5,25.67,1598126202,0,0
268,453,5131,32,61.38,-91610179,31,198
269,453,5132,5,25.67,-822742932,0,0
270,453,5132,32,55.44,-392662531,28,198
271,455,5192,5,55,-1461971892,0,0
272,471,5399,4,25.67,-2012290887,0,0
273,471,5400,4,25.67,1197375811,0,0
274,455,5410,5,55,-422772573,0,0
275,453,5411,4,25.67,-455663817,0,0
276,453,5411,32,59.4,-83720379,30,198
277,475,5417,15,5.26,2141726833,2799,0.188
278,268,5909,4,20.47,-666058762,30,68.21918
279,268,5910,4,21.15,1285855682,31,68.21918
280,268,5911,4,21.15,-637934384,31,68.21918
281,268,5912,4,20.47,-323425054,30,68.21918
282,268,5913,4,21.15,988762805,31,68.21918
283,467,5915,4,20.47,-510609932,30,68.21918
284,453,5969,4,25.67,-969144299,0,0
285,453,5969,32,61.38,-1918261423,31,198
286,471,5970,4,25.67,1280120452,0,0
287,471,5971,4,25.67,842100746,0,0
288,481,5972,5,44,-1393569995,0,0
289,481,5973,5,44,344144306,0,0
291,480,6125,5,19,-382018071,0,0
292,480,6126,5,19,-83967967,0,0
293,268,6271,4,20.47,1450797516,30,68.21918
294,454,6272,32,29.4,-1589509695,30,98
295,454,6273,32,27.44,2130869249,28,98
296,321,6283,4,-25.67,2139670143,-1,2567
297,319,6286,4,-25.67,-705062414,-1,2567
298,325,6291,4,25.67,-526275281,0,0
299,323,6292,4,25.67,107360597,0,0
300,322,6293,4,25.67,843247535,0,0
301,321,6294,4,25.67,1493443917,-1,2567
302,319,6295,4,25.67,-1058607492,-1,2567
303,469,6296,4,25.67,1312579925,0,0
304,469,6296,5,35,-2020769549,0,0
305,469,6297,4,25.67,-1806843037,0,0
306,469,6297,5,35,358467324,0,0
307,469,6298,4,25.67,1652092926,0,0
308,469,6298,5,35,-422756781,0,0
309,453,6345,4,25.67,-1574092202,0,0
310,453,6345,32,59.4,1331489335,30,198
311,454,6346,32,32.34,81553658,33,98
312,465,6569,4,2.57,-2030385618,0.100116867939229,2567
313,692,6589,5,1.38,1001712289,30,4.6
314,692,6590,5,1.38,663604028,30,4.6
315,692,6591,1,1.43,207720547,31,4.61290322580645
316,692,6592,5,1.38,-866389110,30,4.6
317,471,6605,4,25.67,951938385,0,0
318,268,6606,4,21.15,1979381097,31,68.21918
319,480,6610,5,19,2075030797,0,0
320,481,6611,5,44,1784472367,0,0
321,480,6612,5,19,397850113,0,0
322,717,6671,4,21.15,-1445239826,31,68.21918
323,717,6672,4,20.47,-1667601444,30,68.21918
324,717,6673,4,21.15,-13541752,31,68.21918
325,465,6698,4,25.67,2011792628,1,2567
326,455,6702,5,55,1588445667,0,0
327,455,6703,5,55,-423544988,0,0
328,455,6704,5,55,55999372,0,0
329,453,6766,32,61.38,544605031,31,198
330,471,6820,4,25.67,841718851,0,0
331,454,6995,32,26.46,-371931194,27,98
332,455,7088,5,55,-1283632169,0,0
333,465,7099,4,25.67,-914235246,1,2567
334,717,7115,4,21.15,1662263967,31,68.21918
335,325,7173,12,2.97,1823552287,0,0
336,325,7173,50,1.89,-26798646,14538.4615384615,0.013
337,323,7174,12,5.78,1423587121,0,0
338,323,7174,50,2.96,-289032970,22769.2307692308,0.013
339,322,7175,12,7.75,-789130606,0,0
340,322,7175,50,4.33,-2083679892,33307.6923076923,0.013
341,321,7176,12,2.29,36225495,0,0
342,321,7176,50,1.42,617884726,10923.0769230769,0.013
343,319,7177,12,34.99,-1240912042,0,0
344,319,7177,50,18.72,-64474289,144000,0.013
345,692,7232,5,1.43,-48720872,31,4.61290322580645
346,480,7234,5,19,488091388,0,0
347,465,7440,4,25.67,-328575931,1,2567
348,325,7441,50,1.65,1856817651,12692.3076923077,0.013
349,323,7442,50,2.54,1073086104,19538.4615384615,0.013
350,322,7443,50,4.11,-526719137,31615.3846153846,0.013
351,321,7444,50,1.57,-483305640,12076.9230769231,0.013
352,319,7445,50,15.57,-884649141,119769.230769231,0.013
353,692,7600,5,1.47,1890864587,0,0
354,454,7606,32,0,913007988,0,98
355,454,7607,32,0,376931517,0,98
356,453,7608,5,19,-1414450620,0,0
357,453,7609,5,19,333300931,0,0
358,455,7610,5,55,-382450647,0,0
359,455,7820,5,55,1956220747,0,0
360,268,7832,4,21.15,-913672222,31,68.21918
361,268,7833,4,19.1,741562996,28,68.21918
362,268,7834,4,21.15,-2109988849,31,68.21918
363,692,7835,5,1.29,-1438921031,28,4.60714285714286
364,325,7836,50,1.51,-1614591034,11615.3846153846,0.013
365,323,7837,50,2.79,1475742836,21461.5384615385,0.013
366,322,7838,50,4.22,-951173921,32461.5384615385,0.013
367,321,7839,50,1.7,723505407,13076.9230769231,0.013
368,319,7840,50,16.49,-1663891275,126846.153846154,0.013
370,465,7844,4,25.67,1447763960,1,2567
371,717,7938,4,19.1,-2056617902,28,68.21918
372,480,7946,5,19,1302026467,0,0
373,480,7947,5,19,-168317340,0,0
374,717,8027,4,21.15,187905534,31,68.21918
375,454,8238,32,0,-655994619,0,98
376,453,8239,5,19,1589083476,0,0
377,455,8256,5,55,-927108954,0,0
379,465,8326,4,25.67,1023529686,1,2567
380,325,8327,50,10.2,380328291,11208.7912087912,0.091
381,323,8328,50,15.66,-297960577,17208.7912087912,0.091
382,322,8329,50,24.8,-1252027098,27252.7472527473,0.091
383,321,8330,50,9.6,279780975,10549.4505494505,0.091
384,319,8331,50,108.53,2134203153,119263.736263736,0.091
385,470,8616,80,167.48,-549339810,0,0
386,268,8696,4,21.15,-1979763436,31,68.21918
387,269,8697,4,21.15,342443184,31,68.21918
388,270,8698,4,21.15,1572168331,31,68.21918
389,267,8699,4,35.42,230705951,31,114.24658
390,443,8700,4,21.15,-1554197291,31,68.21918
391,444,8701,4,21.15,991383749,31,68.21918
392,446,8702,4,21.15,1199140318,31,68.21918
393,449,8703,4,21.15,-769678210,31,68.21918
394,445,8704,4,21.15,-1143125014,31,68.21918
395,447,8705,4,21.15,614842516,31,68.21918
396,448,8706,4,21.15,1389739857,31,68.21918
397,455,8707,5,55,-2083259130,0,0
398,456,8708,5,14.1,-1030215042,0,0
399,465,8769,4,25.67,1459484541,1,2567
400,712,8776,1,0,-141494787,0,0
401,717,8787,4,20.47,-816179660,30,68.21918
402,717,8788,4,21.15,1875770494,31,68.21918
403,325,8789,50,8.06,2078276526,8857.14285714286,0.091
404,323,8790,50,9.56,597746198,10505.4945054945,0.091
405,322,8791,50,20.49,1196381324,22516.4835164835,0.091
406,321,8792,50,7.5,1643421384,8241.75824175824,0.091
407,319,8793,50,85.34,916133778,93780.2197802198,0.091
408,471,8841,4,-25.67,1713522320,0,0
409,471,8842,4,25.67,-944997708,0,0
410,471,8842,12,7.53,1011937195,4455.2,0.169
411,471,8842,11,0.23,-2009610661,4600,0.005
412,471,8842,15,0.55,-1654367640,0,0
413,471,8842,14,0.11,-282128033,0,0
414,471,8843,4,-25.67,1525369504,0,0
415,471,8844,4,25.67,-1822941135,0,0
416,471,8844,11,0.24,550650770,4800,0.005
417,471,8844,12,7.93,1611677901,4557.47126436782,0.174
418,471,8844,14,0.11,577201086,0,0
419,471,8844,15,0.55,1345071241,0,0
420,471,8845,4,-25.67,1917624242,0,0
421,471,8846,4,25.67,-222918814,0,0
422,471,8846,11,0.36,1605625708,7200,0.005
423,471,8846,12,5.63,1703968269,6950.61728395062,0.081
424,471,8846,14,0.11,187110647,0,0
425,471,8846,15,0.55,2037145536,0,0
426,471,8847,4,-25.67,-2027342998,0,0
427,471,8848,4,25.67,560021231,0,0
428,471,8848,11,0.39,1381975035,7800,0.005
429,471,8848,12,10.33,271623606,7540.14598540146,0.137
430,471,8848,14,0.11,450000512,0,0
431,471,8848,15,0.55,1754873271,0,0
432,471,8849,4,-25.67,1156304346,0,0
433,471,8850,4,25.67,155759070,0,0
434,471,8850,11,0.37,62078779,7400,0.005
435,471,8850,12,10.94,-1662187514,7058.06451612903,0.155
436,471,8850,14,0.11,-254205365,0,0
437,471,8850,15,0.55,-2104333956,0,0
439,471,8852,4,-25.67,-1177901396,0,0
440,471,8853,4,25.67,1004117080,0,0
441,471,8853,11,0.31,1954776335,6200,0.005
442,471,8853,12,12.65,-244004412,5911.21495327103,0.214
443,471,8853,14,0.11,428626150,0,0
444,471,8853,15,0.55,-1341963014,0,0
445,471,8854,4,25.67,1682873493,0,0
446,471,8854,11,0.38,1469427931,7600,0.005
447,471,8854,12,20.46,544438625,7153.84615384615,0.286
448,471,8854,14,0.11,-713957606,0,0
449,471,8854,15,0.55,-1489333203,0,0
450,471,8855,4,25.67,64257738,0,0
451,471,8855,11,0.34,678683630,6800,0.005
452,471,8855,12,17.78,1547642600,6489.05109489051,0.274
453,471,8855,14,0.11,562147956,0,0
454,471,8855,15,0.55,-2012305816,0,0
455,454,8856,32,0,2073117940,0,98
456,454,8857,32,0,-1030772064,0,98
457,453,8858,5,19,1499404771,0,0
458,453,8859,5,19,-835121269,0,0
459,471,8905,41,0.71,-236095292,0,0
460,471,8905,11,0.34,515639753,6800,0.005
461,471,8905,12,8.67,-1906067509,6421.5,0.135
462,471,8905,14,0.12,1396548849,0,0
463,471,8905,15,0,1499739070,0,0
464,471,8906,4,25.67,1605783046,0,0
465,471,8906,11,0.37,1202818648,7400,0.005
466,471,8906,12,15.84,-1529814723,7040,0.225
467,471,8906,14,0.11,2112062136,0,0
468,471,8906,15,0.55,-1664989506,0,0
469,471,8906,41,-4.5,-1314937451,0,0
470,471,8907,4,25.67,1206204362,0,0
471,471,8907,11,0.39,-952968163,6500,0.006
472,471,8907,12,25.9,-1287583071,6780.10471204188,0.382
473,471,8907,14,0.12,305015172,0,0
474,471,8907,15,26.36,-786734018,0,0
475,471,8907,41,0,-1279315296,0,0
476,471,8908,4,25.67,-1786285222,0,0
477,471,8908,11,0.41,-1001795105,6833.33333333333,0.006
478,471,8908,12,20.63,-2069769608,7138.40830449827,0.289
479,471,8908,14,0.12,-1397369597,0,0
480,471,8908,15,25.69,1726142290,0,0
481,471,8908,41,0,1735511936,0,0
482,268,9096,4,20.47,-296146730,30,68.21918
483,269,9097,4,20.47,1942968690,30,68.21918
484,270,9098,4,20.47,-1969524978,30,68.21918
485,267,9099,4,34.27,1236806917,30,114.24658
486,443,9100,4,20.47,-58121693,30,68.21918
487,444,9101,4,20.47,1690478131,30,68.21918
488,446,9102,4,20.47,500695148,30,68.21918
489,449,9103,4,20.47,-2000762420,30,68.21918
490,445,9104,4,20.47,-595896792,30,68.21918
491,447,9105,4,20.47,1124326742,30,68.21918
492,448,9106,4,20.47,896770707,30,68.21918
493,455,9174,5,55,-1283347092,0,0
494,456,9175,5,19,-1959923490,0,0
495,465,9178,4,25.67,129466861,1,2567
496,325,9183,50,6.92,781485484,7606,0.091
497,323,9184,50,8.28,1336533480,9094,0.091
498,322,9185,50,16.87,-1113195694,18537,0.091
499,321,9186,50,5.53,-1077724217,6081,0.091
500,319,9187,50,81.53,634201665,89588,0.091
501,712,9189,1,0,738463831,0,0
502,269,9240,4,21.15,1500212689,31.0030111766222,68.21918
503,270,9241,4,21.15,-533352186,31,68.21918
504,692,9246,5,1.38,631622957,30,4.60714285714286
505,692,9247,5,1.38,-517966976,30,4.60714285714286
506,692,9288,5,1.43,475074894,31,4.60714285714286
507,268,9456,4,21.15,1640250391,31,68.21918
508,269,9457,4,21.15,1314918486,31,68.21918
509,270,9458,4,21.15,-1248957560,31,68.21918
510,270,9458,78,25.82,120460216,12,215.166666666667
511,267,9459,4,35.42,996323815,31,114.24658
512,443,9460,4,21.15,-1061752601,31,68.21918
513,444,9461,4,21.15,1493005559,31,68.21918
514,446,9462,4,21.15,-1854946577,31,68.21918
519,447,9465,4,21.15,-176309949,31,68.21918
520,448,9466,4,21.15,-823304034,31,68.21918
521,455,9468,5,55,-2067797909,0,0
522,456,9469,5,19,1821570566,0,0
523,712,9471,1,0,-1057031529,0,0
524,692,9473,5,1.38,965150922,30,4.60714285714286
525,465,9476,4,25.67,-407417668,1,2567
526,438,9539,5,19,-1032114711,0,0
527,438,9540,5,19,-229848551,0,0
528,438,9541,5,19,1697307761,0,0
529,471,9603,4,-25.67,1494811144,0,0
530,471,9603,11,-0.39,1809132261,-6500,0.006
531,471,9603,12,-25.9,1121401321,-6780.10471204188,0.382
532,471,9603,14,-0.12,-581762482,0,0
533,471,9603,15,-26.36,514732434,0,0
534,471,9603,41,0,257472889,0,0
535,471,9604,4,-25.67,-1473027824,0,0
536,471,9604,11,-0.41,1537780029,-6833.33333333333,0.006
537,471,9604,12,-20.63,-1016824676,-7138.40830449827,0.289
538,471,9604,14,-0.12,636228207,0,0
539,471,9604,15,-25.69,-1825054508,0,0
540,471,9604,41,0,1800296174,0,0
541,471,9605,4,25.67,-2035872511,0,0
542,471,9605,11,0.39,-2058373782,6500,0.006
543,471,9605,12,18.87,1774994060,6836.95652173913,0.276
544,471,9605,14,0.12,145247332,0,0
545,471,9605,15,26.36,1058632267,0,0
546,471,9605,41,0,689918782,0,0
547,471,9606,4,25.67,1606243597,0,0
548,471,9606,11,0.35,754855193,5833.33333333333,0.006
549,471,9606,12,16.67,-1533417728,5768.1660899654,0.289
550,471,9606,14,0.12,328257426,0,0
551,471,9606,15,25.69,369086892,0,0
552,471,9606,41,0,1642019151,0,0
553,471,9607,4,25.67,1206791361,0,0
554,471,9607,11,0.35,-246269014,5833.33333333333,0.006
555,471,9607,12,15.66,129486496,5418.68512110727,0.289
556,471,9607,14,0.12,-907973212,0,0
557,471,9607,15,25.69,-1539614612,0,0
558,471,9607,41,-2.46,1758632563,0,0
559,471,9608,4,25.67,-109719482,0,0
560,471,9608,11,0.36,-1687664845,6000,0.006
561,471,9608,12,24.37,1217332889,8432.52595155709,0.289
562,471,9608,14,0.12,-1564333194,0,0
563,471,9608,15,25.69,-2004193161,0,0
564,471,9608,41,2.81,112213718,0,0
565,449,9645,4,21.15,1734392052,31,68.21918
566,445,9646,4,21.15,335429099,31,68.21918
567,454,9662,32,0,1275129429,0,98
568,453,9663,5,19,2019948322,0,0
569,454,9666,32,0,1558860379,0,98
570,453,9667,5,19,-7446221,0,0
571,717,9712,4,20.47,-1408959280,30,68.21918
572,717,9713,4,21.15,2052276871,31,68.21918
573,455,9882,5,55,-1013617347,0,0
574,456,9883,5,19,-80138097,0,0
575,268,9884,4,21.15,1253226062,31,68.21918
576,269,9885,4,21.15,1617035595,31,68.21918
577,270,9886,4,21.15,-1189323188,31,68.21918
578,270,9886,78,14.16,907019994,6,236
579,267,9887,4,35.42,535963647,31,114.24658
580,443,9888,4,21.15,-2094400692,31,68.21918
581,446,9889,4,21.15,405351472,31,68.21918
582,444,9890,4,21.15,-974242003,31,68.21918
583,449,9891,4,21.15,1405330913,31,68.21918
584,445,9892,4,21.15,-1834898435,31,68.21918
585,447,9893,4,21.15,232333443,31,68.21918
586,448,9894,4,21.15,-754336050,31,68.21918
587,465,9965,78,0,-1647639116,0,3038
588,465,9965,4,25.67,-1653249790,1,2567
589,325,9968,78,0,-879589174,0,2449
590,325,9968,50,9.63,-2069455928,10705,0.09
591,323,9969,50,10.66,-1005544863,11844,0.09
592,322,9970,50,17.84,-307195174,19825,0.09
593,321,9971,78,0,718571676,0,2449
594,321,9971,50,7.61,1298790691,8459,0.09
595,319,9972,78,0,-418470934,0,3937
596,319,9972,50,93,604405241,103330,0.09
597,712,9973,1,0,996247521,0,0
598,471,9974,4,25.67,-1554117791,0,0
599,471,9974,11,0.27,-1940075199,4500,0.006
600,471,9974,12,18.34,324603659,4703.8,0.39
601,471,9974,14,0.12,499470908,0,0
602,471,9974,15,25.69,-794396449,0,0
603,471,9974,41,0,1779291734,0,0
604,717,10025,4,21.15,970856343,31,68.21918
605,453,10027,5,19,-1847140809,0,0
606,454,10029,32,0,-545257323,0,98
607,438,10030,5,19,-1220738662,0,0
609,268,10252,4,20.47,1974443621,30,68.21918
610,269,10253,4,20.47,641813620,30,68.21918
611,270,10254,4,20.47,-1000977869,30,68.21918
612,270,10254,78,18.62,-1473767688,9,206.888888888889
