Id,Contract_Id,Type,Cost_Rate,Time_Start,Time_Finish,Meter,Description,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,January,February,March,April,May,June,July,August,September,October,November,December,Checksum,Valid_From
2103,1087,NULL,1.884,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2020-09-15 00:00:00.000
2104,1088,NULL,1.884,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2020-09-15 00:00:00.000
3,2,NULL,13.4073,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-10-01 00:00:00.000
4,2,NULL,7.7502,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-10-01 00:00:00.000
5,3,NULL,11.3958,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-02-01 00:00:00.000
6,4,NULL,11.2508,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-02-01 00:00:00.000
7,5,NULL,13.744,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
8,5,NULL,10.428,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
9,6,NULL,13.683,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
10,6,NULL,10.303,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
11,7,NULL,14.56,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
12,7,NULL,9.906,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
13,8,NULL,14.094,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
14,8,NULL,10.349,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
15,9,NULL,13.297,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
16,9,NULL,9.871,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
17,10,NULL,14.562,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
18,11,NULL,14.042,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
19,11,NULL,10.338,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
20,12,NULL,13.267,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
21,13,NULL,13.56,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
22,13,NULL,10.339,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
23,14,NULL,14.295,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
24,14,NULL,9.527,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
25,15,NULL,14.223,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
26,15,NULL,10.361,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
27,16,NULL,12.69,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
28,17,NULL,14.569,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
29,17,NULL,10.196,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
30,18,NULL,14.158,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
31,18,NULL,10.578,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-05-01 00:00:00.000
32,19,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
33,20,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
34,21,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
35,22,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
36,23,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
37,24,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
38,25,NULL,9.998,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
39,26,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
40,26,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
41,27,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
42,27,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
43,28,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
44,28,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
45,29,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
46,29,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
47,30,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
48,30,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
49,31,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
50,31,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
51,32,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
52,32,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
53,33,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
54,33,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
55,34,NULL,10.69,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
56,34,NULL,6.568,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
57,35,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
58,36,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
59,37,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
60,38,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
61,39,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
62,40,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
63,41,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
64,42,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
65,43,NULL,10.362,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
66,44,NULL,10.964,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
67,44,NULL,6.629,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
68,45,NULL,10.964,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
69,45,NULL,6.629,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
70,46,NULL,10.964,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
71,46,NULL,6.629,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
72,47,NULL,10.964,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
73,47,NULL,6.629,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
74,48,NULL,10.964,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
75,48,NULL,6.629,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
76,49,NULL,10.163,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
77,50,NULL,10.163,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
78,51,NULL,10.163,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
79,52,NULL,10.167,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
80,53,NULL,10.163,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
81,54,NULL,10.163,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
82,55,NULL,10.937,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
83,55,NULL,6.75,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
84,56,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
85,57,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
86,58,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
87,59,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
88,60,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
89,61,NULL,11.91,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
90,62,NULL,11.258,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
91,63,NULL,11.204,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
92,63,NULL,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
93,64,NULL,11.32,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
94,64,NULL,6.771,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
95,65,NULL,11.359,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
96,65,NULL,6.732,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
97,66,NULL,11.359,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
98,66,NULL,6.732,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
99,67,NULL,10.489,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
100,68,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
101,69,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
102,70,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
103,71,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
104,72,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
105,73,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
106,74,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
107,75,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
108,76,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
109,77,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
110,78,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
111,79,NULL,10.675,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
112,80,NULL,11.237,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
113,80,NULL,6.746,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
114,81,NULL,11.241,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
115,81,NULL,6.744,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
116,82,NULL,6.919,00:00,24:00,6,Off Peak,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
117,83,NULL,10.592,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
118,84,NULL,10.592,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
119,85,NULL,10.645,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
120,86,NULL,10.623,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
121,87,NULL,10.471,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
122,88,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
123,89,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
124,90,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
125,91,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
126,92,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
127,93,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
128,94,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
129,95,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
130,96,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
131,97,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
132,98,NULL,10.88,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
133,99,NULL,11.674,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
134,99,NULL,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
135,100,1,11.674,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
136,100,2,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
137,101,NULL,11.674,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
138,101,NULL,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
139,102,2,11.674,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
140,102,1,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
141,103,NULL,11.674,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
142,103,NULL,6.787,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
143,104,NULL,11.313,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
144,105,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
145,106,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
146,107,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
147,108,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
148,109,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
149,110,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
150,111,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
151,112,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
152,113,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
153,114,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
154,115,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
155,116,NULL,10.825,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
156,117,NULL,11.252,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
157,117,NULL,6.81,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
158,118,NULL,11.252,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
159,118,NULL,6.81,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
160,119,NULL,6.805,00:00,24:00,6,Off Peak,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
161,120,NULL,11.545,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
162,121,NULL,11.545,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
163,122,2,12.725,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
164,122,1,7.561,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
165,123,2,12.042,00:00,24:00,4,Weekend,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
166,123,1,10.78,00:00,24:00,5,Other,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
167,124,NULL,12.042,00:00,24:00,4,Weekend,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
168,124,NULL,10.78,00:00,24:00,5,Other,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-01-01 00:00:00.000
